date,portfolio_return,benchmark_return
2024-01-03 05:00:00+00:00,-0.007487610428786873,-0.008166719559927982
2024-01-04 05:00:00+00:00,-0.012700135685210334,-0.0032210584696773514
2024-01-05 05:00:00+00:00,-0.004012973448408452,0.0013696284882727117
2024-01-08 05:00:00+00:00,0.024174853736615542,0.014275944605915525
2024-01-09 05:00:00+00:00,-0.0022634188402673727,-0.001517067003792727
2024-01-10 05:00:00+00:00,0.005671383817651643,0.005655440195830197
2024-01-11 05:00:00+00:00,-0.0032225146355873147,-0.0004406580493536705
2024-01-12 05:00:00+00:00,0.0017781130448837335,0.0006927679227457517
2024-01-16 05:00:00+00:00,-0.012317125645438853,-0.003671225979692827
2024-01-17 05:00:00+00:00,-0.005173446604585297,-0.005558713915734925
2024-01-18 05:00:00+00:00,0.03257061528355587,0.008892841262783335
2024-01-19 05:00:00+00:00,0.015533054127127244,0.012466158786123449
2024-01-22 05:00:00+00:00,0.012163290874921628,0.002114296374603475
2024-01-23 05:00:00+00:00,0.006653257001392632,0.002916537387527285
2024-01-24 05:00:00+00:00,-0.003483963520852562,0.0010930990388977602
2024-01-25 05:00:00+00:00,-0.0016966580976864876,0.005438925400193639
2024-01-26 05:00:00+00:00,-0.009012720811659936,-0.0012704137040754349
2024-01-29 05:00:00+00:00,-0.003585905830994718,0.007919410763012502
2024-01-30 05:00:00+00:00,-0.019245814426537278,-0.0007735054043601641
2024-01-31 05:00:00+00:00,-0.019357583492873753,-0.016317301228381043
2024-02-01 05:00:00+00:00,0.013340563991323329,0.01308813783962881
2024-02-02 05:00:00+00:00,-0.005405116129722942,0.010527391659852947
2024-02-05 05:00:00+00:00,0.00984665052461664,-0.003641144937797103
2024-02-06 05:00:00+00:00,0.008631713554987153,0.0029032585524313426
2024-02-07 05:00:00+00:00,0.0005810882197569978,0.00834041864043078
2024-02-08 05:00:00+00:00,-0.005754712000422435,0.0004416783778358191
2024-02-09 05:00:00+00:00,0.0028143585386575243,0.0057794188473270225
2024-02-12 05:00:00+00:00,-0.009001853322742837,-0.0004389465283319849
2024-02-13 05:00:00+00:00,-0.011274378840502308,-0.013773004910375697
2024-02-14 05:00:00+00:00,-0.00480977086035439,0.009087597150259086
2024-02-15 05:00:00+00:00,-0.0015748031496062298,0.006899733237057948
2024-02-16 05:00:00+00:00,-0.008430327423039286,-0.004979980478476476
2024-02-20 05:00:00+00:00,-0.004113871976304084,-0.005505395287381587
2024-02-21 05:00:00+00:00,0.004185944040537404,0.0009058700378452578
2024-02-22 05:00:00+00:00,0.011243966652040527,0.02069548078276795
2024-02-23 05:00:00+00:00,-0.010034170418180777,0.0006896551724138167
2024-02-26 05:00:00+00:00,-0.007451238220469114,-0.003662498769321676
2024-02-27 05:00:00+00:00,0.008114374034003058,0.0018577442241940467
2024-02-28 05:00:00+00:00,-0.006625417510814247,-0.0013216814944864153
2024-02-29 05:00:00+00:00,-0.0036930878624186203,0.0035949907162327044
2024-03-01 05:00:00+00:00,-0.006030428769018048,0.00938828530940028
2024-03-04 05:00:00+00:00,-0.025381275743070253,-0.0010724383347958666
2024-03-05 05:00:00+00:00,-0.02844089091947455,-0.009994144056217014
2024-03-06 05:00:00+00:00,-0.005878203620973466,0.005067234512401875
2024-03-07 05:00:00+00:00,-0.0007095553453169146,0.0099264345267287
2024-03-08 05:00:00+00:00,0.010236686390532546,-0.006002214409199347
2024-03-11 04:00:00+00:00,0.01183154688689747,-0.0008598452278590907
2024-03-12 04:00:00+00:00,0.002778581765557009,0.01075731497418242
2024-03-13 04:00:00+00:00,-0.01212261155688965,-0.0015673981191220987
2024-03-14 04:00:00+00:00,0.010927365160988689,-0.0019768591197162344
2024-03-15 04:00:00+00:00,-0.0021965317919074856,-0.009942712884746241
2024-03-18 04:00:00+00:00,0.006372378635152387,0.005943157523095932
